subject_name,subject_code,subject_map,subject_type,relationship,pred_name,pred_code,pred_map,pred_type
Kunbarlang / Gunbalang people,N69,NT SD53-02,people term,use for,Gunbalang people,N69,NT SD53-02,people term
Kunbarlang / Gunbalang people,N69,NT SD53-02,people term,use for,,N69,,people code
Kundal language,,WA SF51-06,language term,use,Wanyarli language,,WA SF51-06,language term
Kundal people,,WA SF51-06,people term,use,Wanyarli people,,WA SF51-06,people term
Kundjeymi language,N71,NT SD53-01,language term,use,Gundjeihmi / Kundjeymi language,N71,NT SD53-01,language term
Kundjeymi people,N71,NT SD53-01,people term,use,Gundjeihmi / Kundjeymi people,N71,NT SD53-01,people term
Kune / Gunej people,N70,NT SD53-06,people term,use for,Gunej people,N70,NT SD53-06,people term
Kune / Gunej people,N70,NT SD53-06,people term,use for,,N70,,people code
Kunej language,N70,NT SD53-02,language term,use,Ndjebbana / Gunavidji / Gunibidji language,N74,NT SD53-02,language term
Kungaragany people,N14,NT SD52-08,people term,use,Gungaragany / Kungarakany people,N14,NT SD52-08,people term
Kungarakany language,N14,NT SD52-08,language term,use,Gungaragany / Kungarakany language,N14,NT SD52-08,language term
Kungarakany people,N14,NT SD52-08,people term,use,Gungaragany / Kungarakany people,N14,NT SD52-08,people term
Kunggara people,G33,Qld SE54-07,people term,use,Kurtjar people,G33,Qld SE54-07,people term
Kungkari / Gunggari language,L38,Qld SG55-01,language term,use for,,L38,,language code
Kungkari / Gunggari language,L38,Qld SG55-01,language term,broader term,Maric language group,,,language term
Kungkari / Gunggari people,L38,Qld SG55-01,people term,use for,,L38,,people code
Kunja language,D43,Qld SG55-10,language term,use,Gunya / Kunja language,D43,Qld SG55-10,language term
Kunja people,D43,Qld SG55-10,people term,use,Gunya / Kunja people,D43,Qld SG55-10,people term
Kunjen / Ogh-Undyan language,Y83,Qld SE54-04,language term,use for,Ogh-Undyan language,Y83,Qld SE54-04,language term
Kunjen / Ogh-Undyan language,Y83,Qld SE54-04,language term,use for,,Y83,,language code
Kunjen / Ogh-Undyan language,Y83,Qld SE54-04,language term,broader term,Central Paman languages,,,language term
Kunjen / Ogh-Undyan people,Y83,Qld SE54-04,people term,use for,Ogh-Undyan people,Y83,Qld SE54-04,people term
Kunjen / Ogh-Undyan people,Y83,Qld SE54-04,people term,use for,,Y83,,people code
Kunjen / Ogh-Undyan people,Y83,Qld SE54-04,people term,narrower term,Gugu Nyungkul people,Y90,Qld SD55-13,people term
Kunjen / Ogh-Undyan people,Y83,Qld SE54-04,people term,narrower term,Kuku Thaypan / Gugu Dhayban people,Y84,Qld SD54-16,people term
Kunjen / Ogh-Undyan people,Y83,Qld SE54-04,people term,narrower term,Olgol / Olkol people,Y73,Qld SD54-15,people term
Kunjen / Ogh-Undyan people,Y83,Qld SE54-04,people term,narrower term,Oykangand people,Y101,Qld SE54-03,people term
Kunwinjku language,N65,NT SD53-02,language term,use,Gunwinggu / Gunwinygu / Kunwinjku language,N65,NT SD53-02,language term
Kunwinjku people,N65,NT SD53-02,people term,use,Gunwinggu / Gunwinygu / Kunwinjku people,N65,NT SD53-02,people term
Kurajarra language,A64,WA SF51-10,language term,use for,,A64 (Kurajarra),,language code
Kurajarra language,A64,WA SF51-10,language term,broader term,Western Desert languages,,,language term
Kurajarra people,A64,WA SF51-10,people term,use for,,A64 (Kurajarra),,people code
Kurajarra people,A64,WA SF51-10,people term,broader term,Western Desert people,,,people term
Kurdanji language,C26,NT SE53-07,language term,use,Gurdanji / Kurdanji / Gudanji language,C26,NT SE53-07,language term
Kurdanji people,C26,NT SE53-07,people term,use,Gurdanji / Kurdanji / Gudanji people,C26,NT SE53-07,people term
Kureinji language,D6.1,NSW SI54-11,language term,use for,,D6.1,,language code
Kureinji language,D6.1,NSW SI54-11,language term,broader term,Ngarrindjeric-Yitha-Yitha language group,,,language term
Kureinji people,D6.1,NSW SI54-11,people term,use for,,D6.1,,people code
Ku-ring-gai / Gameraigal language,S62,NSW SI56-05,language term,use for,,S62,,language code
Ku-ring-gai / Gameraigal language,S62,NSW SI56-05,language term,broader term,Awabakal language,S66,NSW SI56-05,language term
Ku-ring-gai / Gameraigal people,S62,NSW SI56-05,people term,use for,Kuringgai people,S62,NSW SI56-05,people term
Ku-ring-gai / Gameraigal people,S62,NSW SI56-05,people term,use for,,S62,,people code
Kuringgai people,S62,NSW SI56-05,people term,use,Ku-ring-gai / Gameraigal people,S62,NSW SI56-05,people term
Kuriwongi language,W6,WA SI50-02,language term,use,Pinjarup language,W6,WA SI50-02,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,use for,Gunai language group,S68,Vic SJ55,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,use for,Gurnai language group,S68,Vic SJ55,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,use for,Kanai language group,S68,Vic SJ55,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,use for,Nulit languages,S68,Vic SJ55,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,use for,,S68,,language code
Kurnai / Gunai language group,S68,Vic SJ55,language term,broader term,Pama-Nyungan language family,,,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,narrower term,Bidawal / Bidwell language,S49,Vic SJ55-08,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,narrower term,Brabralung language,S45,Vic SJ55-07,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,narrower term,Braiakaulung language,S41,Vic SJ55-06,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,narrower term,Bratauolung language,S39,Vic SJ55-10,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,narrower term,Krauatungulung language,S48,Vic SJ55-08,language term
Kurnai / Gunai language group,S68,Vic SJ55,language term,narrower term,Tatungalung language,S42,Vic SJ55-11,language term
Kurnai / Gunai people,S68,Vic SJ55,people term,use for,Gunai people,S68,Vic SJ55,people term
Kurnai / Gunai people,S68,Vic SJ55,people term,use for,Gunnai people,S68,Vic SJ55,people term
Kurnai / Gunai people,S68,Vic SJ55,people term,use for,Gurnai people,S68,Vic SJ55,people term
Kurnai / Gunai people,S68,Vic SJ55,people term,use for,Kanai people,S68,Vic SJ55,people term
Kurnai / Gunai people,S68,Vic SJ55,people term,use for,,S68,,people code
Kurnai / Gunai people,S68,Vic SJ55,people term,narrower term,Brabralung people,S45,Vic SJ55-07,people term
Kurnai / Gunai people,S68,Vic SJ55,people term,narrower term,Braiakaulung people,S41,Vic SJ55-06,people term
Kurnai / Gunai people,S68,Vic SJ55,people term,narrower term,Bratauolung people,S39,Vic SJ55-10,people term
Kurnai / Gunai people,S68,Vic SJ55,people term,narrower term,Krauatungulung people,S48,Vic SJ55-08,people term
Kurnu / Gunu language,D25,NSW SH55-05,language term,use for,,D25,,language code
Kurnu / Gunu language,D25,NSW SH55-05,language term,use for,Gunu language,D25,NSW SH55-05,language term
Kurnu / Gunu language,D25,NSW SH55-05,language term,use for,Gurnu language,D25,NSW SH55-05,language term
Kurnu / Gunu language,D25,NSW SH55-05,language term,broader term,Paakantjic language group,,,language term
Kurnu / Gunu people,D25,NSW SH55-05,people term,use for,,D25,,people code
Kurnu / Gunu people,D25,NSW SH55-05,people term,use for,Gunu people,D25,NSW SH55-05,people term
Kurnu / Gunu people,D25,NSW SH55-05,people term,use for,Gurnu people,D25,NSW SH55-05,people term
Kurrama language,W36,WA SF50-11,language term,use for,Marntartka language,W36,WA SF50-11,language term
Kurrama language,W36,WA SF50-11,language term,use for,Mijarranypa language,W36,WA SF50-11,language term
Kurrama language,W36,WA SF50-11,language term,use for,Ngamangamara language,W36,WA SF50-11,language term
Kurrama language,W36,WA SF50-11,language term,use for,,W36,,language code
Kurrama language,W36,WA SF50-11,language term,use for,Yinyjiwarnti language,W36,WA SF50-11,language term
Kurrama language,W36,WA SF50-11,language term,broader term,Ngayarda languages,,,language term
Kurrama language,W36,WA SF50-11,language term,narrower term,Janari language,W31,WA SF50-11,language term
Kurrama people,W36,WA SF50-11,people term,use for,,W36,,people code
Kurtjar language,G33,Qld SE54-07,language term,use for,,G33,,language code
Kurtjar language,G33,Qld SE54-07,language term,broader term,Norman Paman languages,,,language term
Kurtjar people,G33,Qld SE54-07,people term,use for,,G33,,people code
Kurtjar people,G33,Qld SE54-07,people term,use for,Kunggara people,G33,Qld SE54-07,people term
Kurtjar people,G33,Qld SE54-07,people term,use for,Ribh people,G33,Qld SE54-07,people term
Kuthant / Gkuthaarn language,G31,Qld SE54-06,language term,use for,,G31,,language code
Kuthant / Gkuthaarn language,G31,Qld SE54-06,language term,use for,Gkuthaarn language,G31,Qld SE54-06,language term
Kuthant / Gkuthaarn language,G31,Qld SE54-06,language term,broader term,Norman Paman languages,,,language term
Kuthant / Gkuthaarn people,G31,Qld SE54-06,people term,use for,,G31,,people code
Kuthant / Gkuthaarn people,G31,Qld SE54-06,people term,use for,Gkuthaarn people,G31,Qld SE54-06,people term
Kuuk Thaayorre / Thaayorre language,Y69,Qld SD54-11,language term,use for,Thaayorre language,Y69,Qld SD54-11,language term
Kuuk Thaayorre / Thaayorre language,Y69,Qld SD54-11,language term,use for,Thayorre language,Y69,Qld SD54-11,language term
Kuuk Thaayorre / Thaayorre language,Y69,Qld SD54-11,language term,use for,,Y69,,language code
Kuuk Thaayorre / Thaayorre language,Y69,Qld SD54-11,language term,broader term,Western Paman languages,,,language term
Kuuk Thaayorre / Thaayorre people,Y69,Qld SD54-11,people term,use for,Koko Daiyuri people,Y69,Qld SD54-11,people term
Kuuk Thaayorre / Thaayorre people,Y69,Qld SD54-11,people term,use for,Thaayorre people,Y69,Qld SD54-11,people term
Kuuk Thaayorre / Thaayorre people,Y69,Qld SD54-11,people term,use for,Thayorre people,Y69,Qld SD54-11,people term
Kuuk Thaayorre / Thaayorre people,Y69,Qld SD54-11,people term,use for,,Y69,,people code
Kuungkari / Gunggari language,D37,Qld SG55-15,language term,use for,,D37,,language code
Kuungkari / Gunggari language,D37,Qld SG55-15,language term,use for,Gunggari language,D37,Qld SG55-15,language term
Kuungkari / Gunggari language,D37,Qld SG55-15,language term,broader term,Maric language group,,,language term
Kuungkari / Gunggari people,D37,Qld SG55-15,people term,use for,,D37,,people code
Kuungkari / Gunggari people,D37,Qld SG55-15,people term,use for,Gunggari people,D37,Qld SG55-15,people term
Kuungkari / Gunggari people,D37,Qld SG55-15,people term,use for,Yangeeberra people,D37,Qld SG55-15,people term
Kuwarra / Koara language,A16,WA SH51-01,language term,use for,,A16,,language code
Kuwarra / Koara language,A16,WA SH51-01,language term,use for,Koara language,A16,WA SH51-01,language term
Kuwarra / Koara language,A16,WA SH51-01,language term,broader term,Western Desert languages,,,language term
Kuwarra / Koara people,A16,WA SH51-01,people term,use for,,A16,,people code
Kuwarra / Koara people,A16,WA SH51-01,people term,use for,Koara people,A16,WA SH51-01,people term
Kuwarra / Koara people,A16,WA SH51-01,people term,broader term,Western Desert people,,,people term
Kuwema / Northern Daly languages,,,language group term,use for,Northern Daly languages,,,language term
Kuwema / Northern Daly languages,,,language group term,broader term,Northern Daly language group,,,language term
Kuwema / Northern Daly languages,,,language group term,narrower term,Djeradj / Dyeraidy language,N10,NT SD52-07,language term
Kuwema / Northern Daly languages,,,language group term,narrower term,Pungupungu / Bongo Bongo language,N11,NT SD52-07,language term
Kuwema / Northern Daly languages,,,language group term,narrower term,Wadyiginy language,N31,NT SD52-03,language term
Kuyani / Guyani language,L9,SA SH53-12,language term,use for,Guyani language,L9,SA SH53-12,language term
Kuyani / Guyani language,L9,SA SH53-12,language term,use for,,L9,,language code
Kuyani / Guyani language,L9,SA SH53-12,language term,broader term,Yura languages,,,language term
Kuyani / Guyani people,L9,SA SH53-12,people term,use for,Guyani people,L9,SA SH53-12,people term
Kuyani / Guyani people,L9,SA SH53-12,people term,use for,,L9,,people code
Kwiambal / Gujambal language,D35,Qld SH56-01,language term,use for,,D35,,language code
Kwiambal / Gujambal language,D35,Qld SH56-01,language term,use for,Gujambal language,D35,Qld SH56-01,language term
Kwiambal / Gujambal language,D35,Qld SH56-01,language term,broader term,Bigambul language,D34,Qld SH56-01,language term
Kwiambal / Gujambal people,D35,Qld SH56-01,people term,use for,,D35,,people code
Kwiambal / Gujambal people,D35,Qld SH56-01,people term,use for,Gujambal people,D35,Qld SH56-01,people term
Kwini / Gwini language,K36,WA SD52-09,language term,use for,Galumburu language,K36,WA SD52-09,language term
Kwini / Gwini language,K36,WA SD52-09,language term,use for,Galumburu language,K41,WA SD52-09,language term
Kwini / Gwini language,K36,WA SD52-09,language term,use for,Gwini language,K36,WA SD52-09,language term
Kwini / Gwini language,K36,WA SD52-09,language term,use for,,K36,,language code
Kwini / Gwini language,K36,WA SD52-09,language term,use for,Wirngir language,K36,WA SD52-09,language term
Kwini / Gwini language,K36,WA SD52-09,language term,use for,Wirngir language,K42,WA SD52-10,language term
Kwini / Gwini language,K36,WA SD52-09,language term,broader term,Wunambal languages,,,language term
Kwini / Gwini people,K36,WA SD52-09,people term,use for,Gwini people,K36,WA SD52-09,people term
Kwini / Gwini people,K36,WA SD52-09,people term,narrower term,Gunin people,K36,WA SD52-10,people term
,L1,,language code,use,Narangga / Narrunga language,L1,SA SI53-12,language term
,L1,,people code,use,Narangga / Narrunga people,L1,SA SI53-12,people term
,L10,,language code,use,Adnyamathanha language,L10,SA SH54-09,language term
,L10,,people code,use,Adnyamathanha people,L10,SA SH54-09,people term
,L11,,language code,use,Birladapa / Biladaba language,L11,SA SH54-06,language term
,L11,,people code,use,Birladapa / Biladaba people,L11,SA SH54-06,people term
,L12,,language code,use,Wadigali language,L12,NSW SH54-07,language term
,L12,,people code,use,Wadigali people,L12,NSW SH54-07,people term
,L13,,language code,use,Arabana / Arabunna language,L13,SA SH53-03,language term
,L13,,people code,use,Arabana / Arabunna people,L13,SA SH53-03,people term
,L14,,language code,use,Dhirari / Dirari language,L14,SA SH54-01,language term
,L14,,people code,use,Dhirari / Dirari people,L14,SA SH54-01,people term
,L15,,language code,use,Garanggaba language,L15,NSW SH54-08,language term
,L15,,people code,use,Garanggaba people,L15,NSW SH54-08,people term
,L16,,language code,use,Gungadidji language,L16,Qld SG54-11,language term
,L16,,people code,use,Gungadidji people,L16,Qld SG54-11,people term
,L17,,language code,use,Diyari / Dieri language,L17,SA SH54-01,language term
,L17,,people code,use,Diyari / Dieri people,L17,SA SH54-01,people term
,L18,,people code,use,Ngurunta people,L18,SA SH54-10,people term
,L18,,people code,use,Yandruwantha / Yandruwandha people,L18,SA SH54-02,people term
,L19,,language code,use,Diraila / Dhiraila language,L19,Qld SH54-03,language term
,L19,,people code,use,Diraila / Dhiraila people,L19,Qld SH54-03,people term
,L2,,language code,use,Nawo / Nawu language,L2,SA SI53-07,language term
,L2,,people code,use,Nawo / Nawu people,L2,SA SI53-07,people term
,L20,,language code,use,Mamwura / Mambangura language,L20,Qld SH54-04,language term
,L20,,people code,use,Mamwura / Mambangura people,L20,Qld SH54-04,people term
,L21,,language code,use,Waidjinga language,L21,SA SG53-16,language term
,L21,,people code,use,Waidjinga people,L21,SA SG53-16,people term
,L22,,language code,use,Ngamini language,L22,SA SG54-09,language term
,L22,,people code,use,Ngamini people,L22,SA SG54-09,people term
,L23,,language code,use,Yawarawarka language,L23,SA SG54-10,language term
,L23,,people code,use,Yawarawarka people,L23,SA SG54-10,people term
,L24,,language code,use,Ngurawala / Ngurawola language,L24,Qld SG54-14,language term
,L24,,people code,use,Ngurawala / Ngurawola people,L24,Qld SG54-14,people term
,L25,,language code,use,Wangkumara / Wanggumara language,L25,Qld SG54-15,language term
,L25,,people code,use,Wangkumara / Wanggumara people,L25,Qld SG54-15,people term
,L26,,language code,use,Bundhamara language,L26,Qld SG54-16,language term
,L26,,people code,use,Bundhamara people,L26,Qld SG54-16,people term
,L27,,language code,use,Wangkangurru / Wangganguru language,L27,SA SG53-12,language term
,L27,,people code,use,Wangkangurru / Wangganguru people,L27,SA SG53-12,people term
,L28,,language code,use,Garanguru language,L28,SA SG54-09,language term
,L28,,people code,use,Garanguru people,L28,SA SG54-09,people term
,L29,,language code,use,Garendala language,L29,Qld SG54-12,language term
,L29,,people code,use,Garendala people,L29,Qld SG54-12,people term
,L3,,language code,use,Kaurna language,L3,SA SI54-09,language term
,L3,,people code,use,Kaurna people,L3,SA SI54-09,people term
,L30,,language code,use,Ngandangara language,L30,Qld SG54-12,language term
,L30,,people code,use,Ngandangara people,L30,Qld SG54-12,people term
,L31,,language code,use,Yarluyandi language,L31,SA SG54-05,language term
,L31,,people code,use,Yarluyandi people,L31,SA SG54-05,people term
,L32,,language code,use,Garanya / Garanja language,L32,Qld SF54-14,language term
,L33,,language code,use,Marulda / Marula language,L33,Qld SG54-07,language term
,L33,,people code,use,Marulda / Marula people,L33,Qld SG54-07,people term
,L34,,language code,use,Midhaga / Mithaka language,L34,Qld SG54-05,language term
,L34,,people code,use,Midhaga / Mithaka people,L34,Qld SG54-05,people term
,L35,,language code,use,Garuwali / Karuwali language,L35,Qld SG54-07,language term
,L35,,people code,use,Garuwali / Karuwali people,L35,Qld SG54-07,people term
,L36,,language code,use,Birria / Biria / Pirriya language,L36,Qld SG54-08,language term
,L36,,people code,use,Birria / Biria / Pirriya people,L36,Qld SG54-08,people term
,L37,,language code,use,Gulumali language,L37,Qld SG54-07,language term
,L37,,people code,use,Gulumali people,L37,Qld SG54-07,people term
,L38,,language code,use,Kungkari / Gunggari language,L38,Qld SG55-01,language term
,L38,,people code,use,Kungkari / Gunggari people,L38,Qld SG55-01,people term
,L39,,language code,use,Wadyabangay language,L39,Qld SG55-02,language term
,L39,,people code,use,Wadyabangay people,L39,Qld SG55-02,people term
,L4,,language code,use,Nukunu / Nuguna language,L4,SA SI54-01,language term
,L4,,people code,use,Nukunu / Nuguna people,L4,SA SI54-01,people term
,L40,,language code,use,Majuli / Maiawali language,L40,Qld SF54-15,language term
,L40,,people code,use,Majuli / Maiawali people,L40,Qld SF54-15,people term
,L41,,language code,use,Iningai / Yiningay language,L41,Qld SF55-13,language term
,L41,,people code,use,Iningai / Yiningay people,L41,Qld SF55-13,people term
,L42,,language code,use,Yirandali / Yirandhali language,L42,Qld SF55-05,language term
,L42,,people code,use,Yirandali / Yirandhali people,L42,Qld SF55-05,people term
,L5,,language code,use,Ngadjuri / Ngadyuri language,L5,SA SI54-05,language term
,L5 people),,people code,use,Ngadjuri / Ngadyuri people,L5,SA SI54-05,people term
,L6,,language code,use,Parnkalla / Barngarla / Bungala language,L6,SA SI53-04,language term
,L6,,people code,use,Parnkalla / Barngarla / Bungala / Banggarla people,L6,SA SI53-04,people term
,L7,,language code,use,Yardliyawara language,L7,SA SH54-13,language term
,L7,,people code,use,Yardliyawara people,L7,SA SH54-13,people term
,L8,,language code,use,Malyangapa / Malyangaba language,L8,NSW SH54-11,language term
,L8,,people code,use,Malyangapa / Malyangaba people,L8,NSW SH54-11,people term
,L9,,language code,use,Kuyani / Guyani language,L9,SA SH53-12,language term
,L9,,people code,use,Kuyani / Guyani people,L9,SA SH53-12,people term
Ladamngid language,Y30,Qld SD54-03,language term,use for,,Y30,,language code
Ladamngid language,Y30,Qld SD54-03,language term,broader term,Aritinngithig language,Y34,Qld SD54-07,language term
Ladamngid people,Y30,Qld SD54-03,people term,use for,,Y30,,people code
Ladji Ladji / Latje Latje language,S23,Vic SI54-11,language term,use for,Latje Latje language,S23,Vic SI54-11,language term
Ladji Ladji / Latje Latje language,S23,Vic SI54-11,language term,use for,,S23,,language code
Ladji Ladji / Latje Latje language,S23,Vic SI54-11,language term,broader term,Wemba Wemba languages,,,language term
Ladji Ladji / Latje Latje people,S23,Vic SI54-11,people term,use for,Latje Latje people,S23,Vic SI54-11,people term
Ladji Ladji / Latje Latje people,S23,Vic SI54-11,people term,use for,,S23,,people code
Laia (Gugu-) language,Y84,Qld SD54-16,language term,use,Kuku Thaypan / Gugu Dhayban language,Y84,Qld SD54-16,language term
Laia (Gugu-) people,Y84,Qld SD54-16,people term,use,Kuku Thaypan / Gugu Dhayban people,Y84,Qld SD54-16,people term
Lairmairrener / Big River people,,Tas SK55-05,people term,use for,Big River people,,Tas SK55-05,people term
Lairmairrener / Big River people,,Tas SK55-05,people term,use for,Tasmanian people - Big River,,Tas SK55-05,people term
Lairmairrener / Big River people,,Tas SK55-05,people term,broader term,Palawa / Tasmanian people,,Tas,people term
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,use for,Bakanambia language,Y147,Qld SD54-12,language term
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,use for,,Y136,,language code
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,use for,,Y140,,language code
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,use for,,Y147,,language code
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,use for,,Y58,,language code
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,narrower term,Gugu Warra / Koko Wara language,Y80,Qld SD55-13,language term
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,narrower term,Mbambylmu / Coastal Lamalama language,Y62,Qld SD55-09,language term
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,narrower term,Mutumui language,Y63.1,Qld SD55-09,language term
Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term,narrower term,Wurangung language,Y66,Qld SD54-12,language term
"Lamalama language, Coastal",Y62,Qld SD55-09,language term,use,Mbambylmu / Coastal Lamalama language,Y62,Qld SD55-09,language term
Lamalama people,"Y58, Y136, Y140",Qld SD54-12,people term,use for,,Y136,,people code
Lamalama people,"Y58, Y136, Y140",Qld SD54-12,people term,use for,,Y140,,people code
Lamalama people,"Y58, Y136, Y140",Qld SD54-12,people term,use for,,Y58,,people code
Lamalama people,"Y58, Y136, Y140",Qld SD54-12,people term,broader term,Bindaga people,,Qld SD55-09,people term
"Lamalama people, Coastal",Y62,Qld SD55-09,people term,use,Mbambylmu / Coastal Lamalama people,Y62,Qld SD55-09,people term
Lamalamic languages,,,language group term,broader term,Paman language group,,,language term
Lamalamic languages,,,language group term,narrower term,Barrow Point language,Y63.1,Qld SD55-09,language term
Lamalamic languages,,,language group term,narrower term,Flinders Island language,Y67,Qld SD55-09,language term
Lamalamic languages,,,language group term,narrower term,Ganganda language,Y138,Qld SD54-12,language term
Lamamirri language,N147,NT SD53-04,language term,use for,,N147,,language code
Lamamirri language,N147,NT SD53-04,language term,broader term,Dhangu language group,,,language term
Lamamirri language,N147,NT SD53-04,language term,RT,Malardordo people,N116.M,NT SD53-04,language term
Lander Warlpiri people,C15,NT SF53-05,people term,use for,Ilpara people,C15,NT SF53-05,people term
Lander Warlpiri people,C15,NT SF53-05,people term,use for,Ilpirra people,C15,NT SF53-05,people term
Lander Warlpiri people,C15,NT SF53-05,people term,use for,"Warlpiri people, Lander",C15,NT SF53-05,people term
Lander Warlpiri people,C15,NT SF53-05,people term,use for,Yalpari people,C15,NT SF53-05,people term
Lander Warlpiri people,C15,NT SF53-05,people term,broader term,Warlpiri people,C15,NT SF52-04,people term
Lanima language,G2,Qld SF54-13,language term,use,Ulaolinya / Lanima language,G2,Qld SF54-13,language term
Lanima people,G2,Qld SF54-13,people term,use,Ulaolinya / Lanima people,G2,Qld SF54-13,people term
Laragiya language,N21,NT SD52-04,language term,use,Larrakia / Laragiya / Gulumirrgin language,N21,NT SD52-04,language term
Laragiya people,N21,NT SD52-04,people term,use,Larrakia / Laragiya / Gulumirrgin people,N21,NT SD52-04,people term
Larakia people,N21,NT SD52-04,people term,use,Larrakia / Laragiya / Gulumirrgin people,N21,NT SD52-04,people term
Lardil language,G38,Qld SE54-01,language term,use for,Damin language,G38,Qld SE54-01,language term
Lardil language,G38,Qld SE54-01,language term,use for,,G38,,language code
Lardil language,G38,Qld SE54-01,language term,broader term,Tangkic language family,,,language term
Lardil people,G38,Qld SE54-01,people term,use for,,G38,,people code
Larrakia / Laragiya / Gulumirrgin language,N21,NT SD52-04,language term,use for,Gulumirrgin language,N21,NT SD52-04,language term
Larrakia / Laragiya / Gulumirrgin language,N21,NT SD52-04,language term,use for,Laragiya language,N21,NT SD52-04,language term
Larrakia / Laragiya / Gulumirrgin language,N21,NT SD52-04,language term,use for,,N21,,language code
Larrakia / Laragiya / Gulumirrgin language,N21,NT SD52-04,language term,broader term,Larrakiyan language family,,,language term
Larrakia / Laragiya / Gulumirrgin people,N21,NT SD52-04,people term,use for,Gulumirrgin people,N21,NT SD52-04,people term
Larrakia / Laragiya / Gulumirrgin people,N21,NT SD52-04,people term,use for,Laragiya people,N21,NT SD52-04,people term
Larrakia / Laragiya / Gulumirrgin people,N21,NT SD52-04,people term,use for,Larakia people,N21,NT SD52-04,people term
Larrakia / Laragiya / Gulumirrgin people,N21,NT SD52-04,people term,use for,,N21,,people code
Larrakiyan language family,,,language term,narrower term,Djerimanga / Wulna Wuna language,N29,NT SD52-04,language term
Larrakiyan language family,,,language term,narrower term,Larrakia / Laragiya / Gulumirrgin language,N21,NT SD52-04,language term
Larrakiyan language family,,,language term,narrower term,Nangiblerbi language,N24,NT SD52-08,language term
Latje Latje language,S23,Vic SI54-11,language term,use,Ladji Ladji / Latje Latje language,S23,Vic SI54-11,language term
Latje Latje people,S23,Vic SI54-11,people term,use,Ladji Ladji / Latje Latje people,S23,Vic SI54-11,people term
Layagalawumirr language,N108,NT SD53-02,language term,use,Liyagalawumirr / Layagalawumirr language,N108,NT SD53-02,language term
Layagalawumirr people,N108,NT SD53-02,people term,use,Liyagalawumirr / Layagalawumirr people,N108,NT SD53-02,people term
Lewurung language,S32,Vic SJ55-01,language term,use for,,S32,,language code
Lewurung language,S32,Vic SJ55-01,language term,broader term,Djadja wurrung / Dyadyawurung / Dja Dja Wrung language,S31.1,Vic SJ54-04,language term
Lewurung people,S32,Vic SJ55-01,people term,use for,,S32,,people code
Lewurung people,S32,Vic SJ55-01,people term,broader term,Djadja wurrung / Dyadyawurung / Dja Dja Wrung people,S31.1,Vic SJ54-04,people term
Limilngan / Buneidja / Buneidya language,N42,NT SD53-01,language term,use for,Banidja language,N42,NT SD53-01,language term
Limilngan / Buneidja / Buneidya language,N42,NT SD53-01,language term,use for,Bukurnidja language,N42,NT SD53-01,language term
Limilngan / Buneidja / Buneidya language,N42,NT SD53-01,language term,use for,Buneidja language,N42,NT SD53-01,language term
Limilngan / Buneidja / Buneidya language,N42,NT SD53-01,language term,use for,Buneidya language,N42,NT SD53-01,language term
Limilngan / Buneidja / Buneidya language,N42,NT SD53-01,language term,use for,,N42,,language code
Limilngan / Buneidja / Buneidya language,N42,NT SD53-01,language term,broader term,Unclassified languages,,,language term
Limilngan / Buneidja / Buneidya people,N42,NT SD53-01,people term,use for,Buneidja people,N42,NT SD53-01,people term
Limilngan / Buneidja / Buneidya people,N42,NT SD53-01,people term,use for,Buneidya people,N42,NT SD53-01,people term
Limilngan / Buneidja / Buneidya people,N42,NT SD53-01,people term,use for,,N42,,people code
Limilngan / Buneidja / Buneidya people,N42,NT SD53-01,people term,narrower term,Norweilimil people,N37.1,NT SD53-01,people term
Linngithigh language,Y26,Qld SD54-03,language term,use for,,Y26,,language code
Linngithigh language,Y26,Qld SD54-03,language term,broader term,Anguthimri language,Y20,Qld SD54-03,language term
Linngithigh people,Y26,Qld SD54-03,people term,use for,,Y26,,people code
Linngithigh people,Y26,Qld SD54-03,people term,broader term,Windawinda / Mamangidigh people,Y31,Qld SD54-03,people term
Liyagalawumirr / Layagalawumirr language,N108,NT SD53-02,language term,use for,Layagalawumirr language,N108,NT SD53-02,language term
